datetime,FOL_INFLOW_CFS,FOL_OUTFLOW_CFS,FOL_STORAGE_AF,FOL_EVAP_CFS,FOL_TOC STO_AF,FOL_RES ELE_FEET
2002-04-18,3778,4131,771505,0,719200,446.64
2002-04-19,3491,4147,770204,0,719200,446.51
2002-04-20,2909,4138,767601,83,719200,446.25
2002-04-21,2552,4259,764104,56,719200,445.90
2002-04-22,2763,4201,761120,66,752000,445.60
2002-04-23,4293,3786,762015,56,752000,445.69
2002-04-24,4117,3650,762811,66,752000,445.77
2002-04-25,3916,3750,763010,66,752000,445.79
2002-04-26,3674,3789,762612,86,752000,445.75
2002-04-27,3685,3685,762612,0,752000,445.75
2002-04-28,3306,3822,761518,36,752000,445.64
2002-04-29,2806,3800,759429,59,791400,445.43
2002-04-30,3573,3697,759131,26,791400,445.40
2002-05-01,4218,3332,760822,33,791400,445.57
2002-05-02,3978,3216,762214,60,791400,445.71
2002-05-03,3121,3211,761916,60,791400,445.68
2002-05-04,2663,3001,761120,63,791400,445.60
2002-05-05,3723,3316,761816,56,791400,445.67
2002-05-06,4320,2873,764501,93,830800,445.94
2002-05-07,4426,2797,767601,66,830800,446.25
2002-05-08,4320,2875,770204,133,830800,446.51
2002-05-09,4160,3132,772006,120,830800,446.69
2002-05-10,4084,2827,774208,147,830800,446.91
2002-05-11,2908,2977,773808,133,830800,446.87
2002-05-12,2366,3033,772306,90,830800,446.72
2002-05-13,2996,3299,771705,0,772306,446.66
2002-05-14,3821,3011,773207,53,772306,446.81
2002-05-15,3971,2766,775512,43,772306,447.04
2002-05-16,4144,3152,777326,77,772306,447.22
2002-05-17,4394,3055,779744,120,772306,447.46
2002-05-18,3721,2951,781054,110,772306,447.59
2002-05-19,3553,3066,781861,80,772306,447.67
2002-05-20,4894,2918,785693,44,909500,448.05
2002-05-21,5641,2880,791170,0,909500,448.59
2002-05-22,4400,2815,794314,0,909500,448.90
2002-05-23,4472,2767,797369,165,909500,449.20
2002-05-24,4612,2747,800738,166,909500,449.53
2002-05-25,4500,2232,804821,210,909500,449.93
2002-05-26,3604,2293,807281,71,909500,450.17
2002-05-27,3566,2874,808513,71,909500,450.29
2002-05-28,4246,2504,811800,85,808513,450.61
2002-05-29,4146,2581,814573,167,808513,450.88
2002-05-30,4920,2265,819318,200,808513,451.34
2002-05-31,4058,2486,822211,113,808513,451.62
2002-06-01,3451,2479,823657,243,808513,451.76
2002-06-02,3624,2587,825414,151,808513,451.93
2002-06-03,3140,2470,826449,148,977000,452.03
2002-06-04,3363,2522,828008,55,977000,452.18
2002-06-05,3970,2503,830917,0,977000,452.46
2002-06-06,3757,2792,832580,127,977000,452.62
2002-06-07,3625,2453,834658,124,977000,452.82
2002-06-08,2461,2487,834347,131,977000,452.79
2002-06-09,1775,2591,832476,127,977000,452.61
2002-06-10,2714,2548,832580,114,977000,452.62
2002-06-11,2277,2513,831853,131,977000,452.55
2002-06-12,2842,2497,832060,241,977000,452.57
2002-06-13,2928,3382,830709,227,977000,452.44
2002-06-14,2555,3282,829151,58,977000,452.29
2002-06-15,1948,3317,826137,151,977000,452.00
2002-06-16,1629,3357,822314,199,977000,451.63
2002-06-17,1207,3370,817665,181,977000,451.18
2002-06-18,1403,3347,813546,133,977000,450.78
2002-06-19,1455,3371,809746,0,977000,450.41
2002-06-20,1614,3244,806049,234,977000,450.05
2002-06-21,1546,3408,802167,95,977000,449.67
2002-06-22,1300,3356,797880,105,977000,449.25
2002-06-23,1307,3369,793502,145,977000,448.82
2002-06-24,1082,3060,789344,118,977000,448.41
2002-06-25,1547,3281,785592,158,977000,448.04
2002-06-26,1980,3393,782465,164,977000,447.73
2002-06-27,1453,3319,778334,217,977000,447.32
2002-06-28,1280,3357,773707,256,977000,446.86
2002-06-29,1535,3549,769403,156,977000,446.43
2002-06-30,1546,2851,766500,159,977000,446.14
2002-07-01,1976,2932,764302,152,977000,445.92
2002-07-02,1709,2676,762115,136,977000,445.70
2002-07-03,1367,2820,758932,152,977000,445.38
2002-07-04,1141,2795,755352,151,977000,445.02
2002-07-05,1210,3126,751200,177,977000,444.60
2002-07-06,1048,3432,746258,108,977000,444.10
2002-07-07,1176,3415,741637,91,977000,443.63
2002-07-08,1030,3414,736727,91,977000,443.13
2002-07-09,1459,3387,732620,143,977000,442.71
2002-07-10,1951,3862,728522,155,977000,442.29
2002-07-11,1363,4033,722880,174,977000,441.71
2002-07-12,1146,3836,717256,145,977000,441.13
2002-07-13,1174,3939,711467,154,977000,440.53
2002-07-14,804,3974,705020,80,977000,439.86
2002-07-15,1078,3935,699182,86,977000,439.25
2002-07-16,871,3845,693082,101,977000,438.61
2002-07-17,1061,3841,687379,95,977000,438.01
2002-07-18,1329,3890,682093,104,977000,437.45
2002-07-19,1403,3778,677189,97,977000,436.93
2002-07-20,1469,3814,672315,112,977000,436.41
2002-07-21,1222,3652,667169,164,977000,435.86
2002-07-22,900,3839,661119,111,977000,435.21
2002-07-23,1017,4499,654083,65,977000,434.45
2002-07-24,1600,4393,648366,89,977000,433.83
2002-07-25,1508,4348,642496,119,977000,433.19
2002-07-26,1207,4151,636567,45,977000,432.54
2002-07-27,1216,3991,630657,205,977000,431.89
2002-07-28,1118,3822,625055,120,977000,431.27
2002-07-29,501,3849,618223,96,977000,430.51
2002-07-30,995,3442,613205,83,977000,429.95
2002-07-31,1545,2861,610358,119,977000,429.63
2002-08-01,1527,2642,607957,95,977000,429.36
2002-08-02,1628,2837,605466,47,977000,429.08
2002-08-03,1635,2772,602989,112,977000,428.80
2002-08-04,980,2594,599724,32,977000,428.43
2002-08-05,904,2684,596018,88,977000,428.01
2002-08-06,1347,2692,593217,67,977000,427.69
2002-08-07,978,2297,590417,93,977000,427.37
2002-08-08,1055,2289,587617,178,977000,427.05
2002-08-09,1467,2298,585617,177,977000,426.82
2002-08-10,1329,2316,583447,107,977000,426.57
2002-08-11,1326,2307,581277,113,977000,426.32
2002-08-12,1468,2271,579455,116,977000,426.11
2002-08-13,1547,2278,577811,98,977000,425.92
2002-08-14,1308,2248,575746,101,977000,425.68
2002-08-15,1216,2281,573336,150,977000,425.40
2002-08-16,1317,2347,571098,98,977000,425.14
2002-08-17,1040,2253,568528,83,977000,424.84
2002-08-18,994,2319,565882,9,977000,424.53
2002-08-19,955,2335,562640,254,977000,424.15
2002-08-20,893,2246,559838,60,977000,423.82
2002-08-21,1018,2098,557554,71,977000,423.55
2002-08-22,1114,2104,555440,76,977000,423.30
2002-08-23,1151,1967,553580,122,977000,423.08
2002-08-24,1069,1870,551813,90,977000,422.87
2002-08-25,1172,1744,550473,104,977000,422.71
2002-08-26,769,1707,548461,76,977000,422.47
2002-08-27,1310,1660,547539,115,977000,422.36
2002-08-28,1977,1734,547707,158,977000,422.38
2002-08-29,1815,1685,547623,172,977000,422.37
2002-08-30,1930,1843,547455,172,977000,422.35
2002-08-31,1960,2228,546701,112,977000,422.26
2002-09-01,1292,1701,545612,140,977000,422.13
2002-09-02,1815,1661,545695,112,977000,422.14
2002-09-03,1759,1828,545192,185,977000,422.08
2002-09-04,1360,1756,544024,193,977000,421.94
2002-09-05,1664,1808,543442,149,977000,421.87
2002-09-06,2689,2186,544190,126,977000,421.96
2002-09-07,1645,1784,543775,70,977000,421.91
2002-09-08,1256,1786,542612,56,977000,421.77
2002-09-09,772,1833,540203,154,977000,421.48
2002-09-10,1284,1773,538875,181,977000,421.32
2002-09-11,1680,1792,538459,98,977000,421.27
2002-09-12,1894,1768,538459,126,977000,421.27
2002-09-13,1374,1924,537131,120,977000,421.11
2002-09-14,1563,1787,536466,111,977000,421.03
2002-09-15,1382,1822,535394,100,977000,420.90
2002-09-16,878,1749,533666,0,977000,420.69
2002-09-17,1206,1701,532431,128,977000,420.54
2002-09-18,1115,1801,530785,144,977000,420.34
2002-09-19,1607,1906,529798,199,977000,420.22
2002-09-20,1442,1708,528975,149,977000,420.12
2002-09-21,1175,1822,527253,221,977000,419.91
2002-09-22,633,1537,525133,165,977000,419.65
2002-09-23,1113,1255,524481,187,977000,419.57
2002-09-24,1543,1767,523666,187,977000,419.47
2002-09-25,1122,1821,522117,82,977000,419.28
2002-09-26,1110,1809,520568,82,977000,419.09
2002-09-27,462,1820,517733,71,977000,418.74
2002-09-28,453,1802,514987,35,977000,418.40
2002-09-29,352,1577,512482,38,977000,418.09
2002-09-30,433,1757,509754,51,977000,417.75
2002-10-01,533,1746,507273,38,977000,417.44
2002-10-02,708,1787,504952,91,977000,417.15
2002-10-03,659,1797,502562,67,977000,416.85
2002-10-04,834,1783,500579,51,977000,416.60
2002-10-05,865,1805,498597,59,977000,416.35
2002-10-06,949,1732,496932,56,977000,416.14
2002-10-07,830,1838,494880,27,977000,415.88
2002-10-08,1404,1776,494016,64,977000,415.77
2002-10-09,1554,1775,493466,56,977000,415.70
2002-10-10,1225,1769,492288,50,977000,415.55
2002-10-11,852,1734,490481,29,977000,415.32
2002-10-12,786,1813,488361,42,977000,415.05
2002-10-13,665,1789,486023,55,977000,414.75
2002-10-14,605,1795,483533,65,977000,414.43
2002-10-15,1296,1801,482444,44,977000,414.29
2002-10-16,927,1824,480577,44,977000,414.05
2002-10-17,1002,1794,478955,26,977000,413.84
2002-10-18,874,1777,477106,29,977000,413.60
2002-10-19,589,2003,474255,23,977000,413.23
2002-10-20,215,1773,471109,28,977000,412.82
2002-10-21,623,1787,468744,28,977000,412.51
2002-10-22,1020,1790,467141,38,977000,412.30
2002-10-23,605,1743,464776,54,977000,411.99
2002-10-24,1297,1787,463719,43,977000,411.85
2002-10-25,1732,1757,463643,13,977000,411.84
2002-10-26,1165,1781,462359,31,977000,411.67
2002-10-27,807,1736,460470,23,977000,411.42
2002-10-28,1297,1802,459412,28,977000,411.28
2002-10-29,1186,1652,458429,30,977000,411.15
2002-10-30,1195,1680,457372,48,977000,411.01
2002-10-31,1389,1653,456772,38,977000,410.93
2002-11-01,1691,1728,456623,38,977000,410.91
2002-11-02,1137,1590,455650,38,714700,410.78
2002-11-03,913,1670,454079,35,714700,410.57
2002-11-04,1564,1735,453705,18,698300,410.52
2002-11-05,1195,1763,452508,35,698300,410.36
2002-11-06,998,1727,451012,25,698300,410.16
2002-11-07,1638,1721,450788,30,698300,410.13
2002-11-08,1981,1672,451311,45,698300,410.20
2002-11-09,3765,1622,455426,68,698300,410.75
2002-11-10,1938,1597,456024,40,698300,410.83
2002-11-11,2774,1553,458429,8,642300,411.15
2002-11-12,2449,1555,460167,18,642300,411.38
2002-11-13,1935,1577,460847,15,642300,411.47
2002-11-14,1903,1621,461376,15,642300,411.54
2002-11-15,2059,1810,461830,20,642300,411.60
2002-11-16,1729,1752,461754,15,642300,411.59
2002-11-17,1093,1690,460545,13,642300,411.43
2002-11-18,1215,1576,459789,20,583600,411.33
2002-11-19,1509,1496,459789,13,583600,411.33
2002-11-20,1155,1942,458203,13,583600,411.12
2002-11-21,1389,1793,457372,15,583600,411.01
2002-11-22,1262,1778,456323,13,583600,410.87
2002-11-23,1251,1459,455875,18,583600,410.81
2002-11-24,1156,2391,453406,10,583600,410.48
2002-11-25,1431,2026,452209,8,577000,410.32
2002-11-26,2029,2119,451984,23,577000,410.29
2002-11-27,1621,2060,451087,13,577000,410.17
2002-11-28,1273,1972,449667,17,577000,409.98
2002-11-29,930,1853,447816,10,577000,409.73
2002-11-30,1286,1943,446483,15,577000,409.55
2002-12-01,1098,1945,444780,12,577000,409.32
2002-12-02,1357,1952,443596,2,572800,409.16
2002-12-03,1482,1920,442707,10,572800,409.04
2002-12-04,1449,1915,441752,15,572800,408.91
2002-12-05,1513,2057,440654,10,572800,408.76
2002-12-06,1666,2099,439775,10,572800,408.64
2002-12-07,1272,2252,437798,17,572800,408.37
2002-12-08,838,2049,435382,7,572800,408.04
2002-12-09,1830,2036,434944,15,573700,407.98
2002-12-10,1642,1929,434365,5,573700,407.90
2002-12-11,1491,1966,433423,0,573700,407.77
2002-12-12,1372,2022,432120,7,573700,407.59
2002-12-13,2764,1798,434003,17,573700,407.85
2002-12-14,7173,1889,444484,0,573700,409.28
2002-12-15,5820,1775,452508,0,573700,410.36
2002-12-16,9495,1571,468210,8,576900,412.44
2002-12-17,6746,1626,478339,13,576900,413.76
2002-12-18,4566,1673,484078,0,576900,414.50
2002-12-19,4540,1668,489774,0,573900,415.23
2002-12-20,4186,1691,494722,0,573900,415.86
2002-12-21,4513,1720,500262,0,573900,416.56
2002-12-22,2970,1491,503196,0,573900,416.93
2002-12-23,2942,1672,505672,22,574500,417.24
2002-12-24,2365,1711,506953,8,574500,417.40
2002-12-25,1812,1646,507273,5,574500,417.44
2002-12-26,1693,1809,507033,5,574500,417.41
2002-12-27,2595,1783,508633,5,574500,417.61
2002-12-28,4322,1767,513694,3,574500,418.24
2002-12-29,6944,1629,524237,0,574500,419.54
2002-12-30,4817,1598,530621,0,574500,420.32
2002-12-31,5136,1645,537546,0,574500,421.16
2003-01-01,3729,1664,541615,14,570100,421.65
2003-01-02,2898,1675,544024,8,570100,421.94
2003-01-03,3344,1650,547372,6,570100,422.34
2003-01-04,2702,1724,549299,6,570100,422.57
2003-01-05,2772,1919,550975,8,570100,422.77
2003-01-06,3271,1950,553580,8,570900,423.08
2003-01-07,3558,1761,557132,6,570900,423.50
2003-01-08,3555,1673,560853,6,570900,423.94
2003-01-09,3633,1783,564517,3,573100,424.37
2003-01-10,4236,1993,568954,6,573100,424.89
2003-01-11,4341,2132,573336,0,573100,425.40
2003-01-12,3883,2318,576434,3,573000,425.76
2003-01-13,3639,2892,577898,9,572300,425.93
2003-01-14,3721,3010,579281,14,572300,426.09
2003-01-15,3722,3008,580670,14,572300,426.25
2003-01-16,3738,3024,582058,14,572300,426.41
2003-01-17,3111,3058,582145,9,572300,426.42
2003-01-18,2585,3057,581190,9,572300,426.31
2003-01-19,3068,3059,581190,9,572300,426.31
2003-01-20,4033,3061,583100,9,573700,426.53
2003-01-21,4193,3056,585356,0,573700,426.79
2003-01-22,4461,3013,588229,0,573800,427.12
2003-01-23,5916,3745,592517,9,573800,427.61
2003-01-24,6597,4298,597077,0,573800,428.13
2003-01-25,5139,4205,598930,0,573800,428.34
2003-01-26,4276,4258,598930,18,573800,428.34
2003-01-27,4499,4181,599548,6,573800,428.41
2003-01-28,4923,4389,600607,0,573700,428.53
2003-01-29,4708,4302,601401,6,573700,428.62
2003-01-30,4544,4351,601754,15,573700,428.66
2003-01-31,3398,3745,601048,9,573700,428.58
2003-02-01,3168,4093,599195,9,573700,428.37
2003-02-02,3225,4109,597430,6,573700,428.17
2003-02-03,3532,4126,596195,29,559400,428.03
2003-02-04,3609,4257,594880,15,559400,427.88
2003-02-05,4331,4240,594967,47,559400,427.89
2003-02-06,3536,4150,593655,47,559400,427.74
2003-02-07,3292,4269,591642,38,559400,427.51
2003-02-08,2768,4327,588492,29,559400,427.15
2003-02-09,2977,4310,585790,29,559400,426.84
2003-02-10,3914,5413,582753,32,553700,426.49
2003-02-11,3690,5546,579021,26,553700,426.06
2003-02-12,3257,5499,574541,17,555800,425.54
2003-02-13,3501,5530,570495,11,555800,425.07
2003-02-14,3480,5493,566480,11,555800,424.60
2003-02-15,2676,5460,560937,11,555800,423.95
2003-02-16,4016,5485,557977,23,555800,423.60
2003-02-17,3550,5445,554172,23,554400,423.15
2003-02-18,3847,5188,551478,17,554400,422.83
2003-02-19,3698,5160,548545,17,554400,422.48
2003-02-20,3013,4686,545192,17,554400,422.08
2003-02-21,2278,3973,541781,25,554400,421.67
2003-02-22,2382,3616,539290,22,554400,421.37
2003-02-23,2778,3719,537380,22,554400,421.14
2003-02-24,2675,3690,535312,28,554100,420.89
2003-02-25,3356,3730,534571,0,554100,420.80
2003-02-26,2613,3421,532925,22,554100,420.60
2003-02-27,2824,3048,532431,25,554100,420.54
2003-02-28,2359,2884,531361,14,554100,420.41
2003-03-01,2201,2757,530209,25,554100,420.27
2003-03-02,2021,2563,529057,39,554100,420.13
2003-03-03,2117,2628,527987,28,561000,420.00
2003-03-04,3237,2471,529468,19,564900,420.18
2003-03-05,2621,2267,530127,22,564900,420.26
2003-03-06,2244,2131,530291,30,564900,420.28
2003-03-07,3176,2027,532514,28,564900,420.55
2003-03-08,2586,2268,533090,28,564900,420.62
2003-03-09,1660,2294,531773,30,564900,420.46
2003-03-10,2351,2280,531855,30,584200,420.47
2003-03-11,2425,2314,532020,28,584200,420.49
2003-03-12,2321,2174,532267,22,584200,420.52
2003-03-13,3207,2142,534324,28,584200,420.77
2003-03-14,3643,2192,537131,36,584200,421.11
2003-03-15,6471,2176,545528,62,584200,422.12
2003-03-16,5306,2047,551897,48,584200,422.88
2003-03-17,4048,1997,555948,9,612800,423.36
2003-03-18,3534,2173,558569,40,612800,423.67
2003-03-19,3367,2298,560599,46,612800,423.91
2003-03-20,4248,2195,564603,34,612800,424.38
2003-03-21,3636,2226,567333,34,612800,424.70
2003-03-22,3034,2262,568784,40,612800,424.87
2003-03-23,4724,2180,573766,32,612800,425.45
2003-03-24,5494,2262,580149,14,636600,426.19
2003-03-25,5424,1921,587092,3,686500,426.99
2003-03-26,5533,1931,594180,29,688900,427.80
2003-03-27,6297,1965,602724,24,691300,428.77
2003-03-28,5771,1988,610092,68,693700,429.60
2003-03-29,4172,2178,613919,65,696000,430.03
2003-03-30,3308,2079,616250,54,698400,430.29
2003-03-31,3993,2182,619747,48,700800,430.68
2003-04-01,4442,2076,624333,54,703200,431.19
2003-04-02,4768,2242,629302,21,705600,431.74
2003-04-03,4139,2068,633381,15,708000,432.19
2003-04-04,4227,2080,637568,36,710300,432.65
2003-04-05,3717,2009,640937,9,712700,433.02
2003-04-06,3444,1875,643964,43,715100,433.35
2003-04-07,4423,2210,648274,40,717500,433.82
2003-04-08,4083,1909,652512,37,719900,434.28
2003-04-09,4543,2072,657317,49,722200,434.80
2003-04-10,4491,2153,661864,46,722200,435.29
2003-04-11,4345,2093,666238,47,727000,435.76
2003-04-12,5696,2163,673159,44,729400,436.50
2003-04-13,12968,1742,695363,32,725300,438.85
2003-04-14,10079,1837,711659,26,730100,440.55
2003-04-15,6347,1821,720553,42,736500,441.47
2003-04-16,5535,1970,727546,39,738900,442.19
2003-04-17,5453,1976,734377,33,741300,442.89
2003-04-18,4914,2093,739967,3,743700,443.46
2003-04-19,4482,2056,744681,49,746000,443.94
2003-04-20,4532,1944,749717,49,748400,444.45
2003-04-21,5430,2089,756247,49,751600,445.11
2003-04-22,5026,2085,762015,33,757300,445.69
2003-04-23,4957,2013,767801,27,762900,446.27
2003-04-24,6237,2150,775814,47,768500,447.07
2003-04-25,7723,2060,787012,17,774200,448.18
2003-04-26,8217,2718,797880,20,779800,449.25
2003-04-27,7052,2524,806767,48,785500,450.12
2003-04-28,8614,2534,818698,65,791100,451.28
2003-04-29,8321,4145,826968,7,796700,452.08
2003-04-30,7311,5463,830606,14,802400,452.43
2003-05-01,6882,5094,834035,59,808000,452.76
2003-05-02,6953,5117,837574,52,813600,453.10
2003-05-03,7313,5585,840919,42,819300,453.42
2003-05-04,9410,5538,848558,21,824900,454.15
2003-05-05,8901,5558,855077,56,830500,454.77
2003-05-06,8539,5562,860878,52,836200,455.32
2003-05-07,7734,5108,865953,67,841800,455.80
2003-05-08,8320,5707,871044,46,847400,456.28
2003-05-09,8837,5694,877209,35,853100,456.86
2003-05-10,7914,5656,881582,53,858700,457.27
2003-05-11,6874,5624,883934,64,864300,457.49
2003-05-12,7439,5640,887353,75,870000,457.81
2003-05-13,8306,5677,892392,89,875600,458.28
2003-05-14,8671,5660,898193,86,881200,458.82
2003-05-15,9121,5984,904231,93,886900,459.38
2003-05-16,9096,6784,908660,79,892500,459.79
2003-05-17,7969,6589,911254,72,898100,460.03
2003-05-18,7774,6352,913860,108,903800,460.27
2003-05-19,7715,6690,915706,94,909400,460.44
2003-05-20,7808,6941,917226,101,915000,460.58
2003-05-21,7766,6413,919723,94,920700,460.81
2003-05-22,8081,6885,921895,101,926300,461.01
2003-05-23,8713,6194,926698,98,931900,461.45
2003-05-24,8588,5261,933031,134,937600,462.03
2003-05-25,8269,5176,938958,105,943200,462.57
2003-05-26,7261,5141,943019,73,948800,462.94
2003-05-27,7642,5380,947318,95,954500,463.33
2003-05-28,8152,5386,952615,95,960100,463.81
2003-05-29,7394,5881,955377,121,965700,464.06
2003-05-30,7339,5894,958039,103,971400,464.30
2003-05-31,8159,5909,962364,70,977000,464.69
2003-06-01,7710,5906,965803,70,977000,465.00
2003-06-02,7395,6704,966918,129,977000,465.10
2003-06-03,6954,7331,965915,129,977000,465.01
2003-06-04,7186,7449,965137,129,977000,464.94
2003-06-05,6783,6989,964472,129,977000,464.88
2003-06-06,6379,6723,963585,103,977000,464.80
2003-06-07,6157,6110,963474,103,977000,464.79
2003-06-08,6319,5885,964139,99,977000,464.85
2003-06-09,5805,5818,963917,99,977000,464.83
2003-06-10,5547,5708,963363,118,977000,464.78
2003-06-11,5767,4952,964805,88,977000,464.91
2003-06-12,3949,5222,962032,125,977000,464.66
2003-06-13,3678,4821,959591,88,977000,464.44
2003-06-14,3661,4281,958150,106,977000,464.31
2003-06-15,3352,4421,955820,106,977000,464.10
2003-06-16,3356,4521,953277,117,977000,463.87
2003-06-17,3695,4057,952284,139,977000,463.78
2003-06-18,2946,3482,950959,132,977000,463.66
2003-06-19,2789,3569,949194,110,977000,463.50
2003-06-20,2296,3518,946546,113,977000,463.26
2003-06-21,1817,3478,943019,117,977000,462.94
2003-06-22,2037,3484,939946,102,977000,462.66
2003-06-23,1974,3740,936214,116,977000,462.32
2003-06-24,2278,3556,933470,105,977000,462.07
2003-06-25,2210,3318,931065,105,977000,461.85
2003-06-26,2372,2887,929755,145,977000,461.73
2003-06-27,3181,2923,929973,148,977000,461.75
2003-06-28,2319,2948,928445,141,977000,461.61
2003-06-29,1714,3004,925607,141,977000,461.35
2003-06-30,2284,2973,923969,137,977000,461.20
2003-07-01,2227,2936,922332,116,977000,461.05
2003-07-02,2062,2934,920374,115,977000,460.87
2003-07-03,2200,2946,918637,130,977000,460.71
2003-07-04,1900,2978,916248,126,977000,460.49
