datetime,SHA_INFLOW_CFS,SHA_OUTFLOW_CFS,SHA_STORAGE_AF,SHA_EVAP_CFS,SHA_TOC STO_AF,SHA_RES ELE_FEET
2007-06-06,3516,10365,3521627,148,4552100,1029.53
2007-06-07,3358,10126,3507762,222,4552100,1028.98
2007-06-08,3976,10191,3494966,236,4552100,1028.47
2007-06-09,3386,10206,3480926,258,4552100,1027.91
2007-06-10,3810,10326,3467696,154,4552100,1027.38
2007-06-11,3244,10260,3453242,271,4552100,1026.80
2007-06-12,3996,10399,3440078,234,4552100,1026.27
2007-06-13,4219,9698,3428675,270,4552100,1025.81
2007-06-14,4180,10199,3416317,211,4552100,1025.31
2007-06-15,3852,10985,3401523,326,4552100,1024.71
2007-06-16,3314,12061,3383573,303,4552100,1023.98
2007-06-17,2883,11782,3365222,353,4552100,1023.23
2007-06-18,4357,11787,3349857,316,4552100,1022.60
2007-06-19,5481,11836,3336712,272,4552100,1022.06
2007-06-20,5076,11540,3323381,257,4552100,1021.51
2007-06-21,3709,11596,3307171,285,4552100,1020.84
2007-06-22,3683,11939,3290303,248,4552100,1020.14
2007-06-23,2620,11812,3271526,275,4552100,1019.36
2007-06-24,3229,11973,3253525,331,4552100,1018.61
2007-06-25,2439,11536,3234870,308,4552100,1017.83
2007-06-26,3566,12337,3217003,237,4552100,1017.08
2007-06-27,2608,11295,3199221,278,4552100,1016.33
2007-06-28,3504,12588,3180790,208,4552100,1015.55
2007-06-29,3664,13127,3161487,269,4552100,1014.73
2007-06-30,2912,13193,3140631,234,4552100,1013.84
2007-07-01,3381,13044,3121030,219,4552100,1013.00
2007-07-02,3654,13212,3101531,273,4552100,1012.16
2007-07-03,3255,13246,3081189,265,4552100,1011.28
2007-07-04,3998,13861,3061169,230,4552100,1010.41
2007-07-05,3724,13261,3041694,282,4552100,1009.56
2007-07-06,3468,12910,3022302,335,4552100,1008.71
2007-07-07,3960,13547,3002770,260,4552100,1007.85
2007-07-08,3336,12955,2983098,299,4552100,1006.98
2007-07-09,3930,13088,2964199,370,4552100,1006.14
2007-07-10,3583,13482,2944042,263,4552100,1005.24
2007-07-11,3865,13031,2925315,275,4552100,1004.40
2007-07-12,3375,12789,2906447,98,4552100,1003.55
2007-07-13,3086,13492,2885460,175,4552100,1002.60
2007-07-14,3250,12761,2866109,245,4552100,1001.72
2007-07-15,3599,13053,2846848,257,4552100,1000.84
2007-07-16,3589,13759,2826156,262,4552100,999.89
2007-07-17,3258,13072,2806184,255,4552100,998.97
2007-07-18,6096,13046,2792147,127,4552100,998.32
2007-07-19,3802,12975,2773638,158,4552100,997.46
2007-07-20,4579,12919,2756708,195,4552100,996.67
2007-07-21,2906,13029,2736233,200,4552100,995.71
2007-07-22,3351,12688,2717342,187,4552100,994.82
2007-07-23,3795,12994,2698752,173,4552100,993.94
2007-07-24,3416,12743,2679835,210,4552100,993.04
2007-07-25,3628,13106,2660598,221,4552100,992.12
2007-07-26,3560,12935,2641457,275,4552100,991.20
2007-07-27,3623,12595,2623239,213,4552100,990.32
2007-07-28,3803,11325,2607780,272,4552100,989.57
2007-07-29,3270,11473,2591151,181,4552100,988.76
2007-07-30,3703,11240,2575607,300,4552100,988.00
2007-07-31,3540,11350,2559821,149,4552100,987.22
2007-08-01,3626,11330,2543985,280,4552100,986.44
2007-08-02,3647,11969,2526996,243,4552100,985.60
2007-08-03,3475,12080,2509927,0,4552100,984.75
2007-08-04,3521,11770,2493134,217,4552100,983.91
2007-08-05,2352,11545,2474438,233,4552100,982.97
2007-08-06,3275,12200,2456240,250,4552100,982.05
2007-08-07,3523,11981,2439120,173,4552100,981.18
2007-08-08,3552,11550,2423256,0,4552100,980.37
2007-08-09,2909,11569,2405693,195,4552100,979.47
2007-08-10,3294,11710,2388593,205,4552100,978.59
2007-08-11,3579,11280,2372925,198,4552100,977.78
2007-08-12,3578,11626,2356559,203,4552100,976.93
2007-08-13,2873,10259,2341620,146,4552100,976.15
2007-08-14,3031,12034,2323319,224,4552100,975.19
2007-08-15,3519,9338,2311369,206,4552100,974.56
2007-08-16,1900,9425,2296058,194,4552100,973.75
2007-08-17,2822,9553,2282313,199,4552100,973.02
2007-08-18,2999,8765,2270516,182,4552100,972.39
2007-08-19,2261,8709,2257444,142,4552100,971.69
2007-08-20,3416,8999,2246089,142,4552100,971.08
2007-08-21,3549,8593,2235717,185,4552100,970.52
2007-08-22,3192,8415,2225357,0,4552100,969.96
2007-08-23,3790,8507,2215604,200,4552100,969.43
2007-08-24,2985,8251,2204765,199,4552100,968.84
2007-08-25,2017,7812,2192875,199,4552100,968.19
2007-08-26,3513,8271,2183033,204,4552100,967.65
2007-08-27,3733,7883,2174484,160,4552100,967.18
2007-08-28,3183,7914,2164700,202,4552100,966.64
2007-08-29,3852,9120,2153850,202,4552100,966.04
2007-08-30,3512,8708,2143240,153,4552100,965.45
2007-08-31,3884,8435,2133899,158,4552100,964.93
2007-09-01,3839,8711,2123891,174,4552100,964.37
2007-09-02,3352,8794,2112836,131,4552100,963.75
2007-09-03,3181,8858,2101287,146,4552100,963.10
2007-09-04,3492,8585,2090854,167,4552100,962.51
2007-09-05,3407,8585,2080265,161,4552100,961.91
2007-09-06,3242,8763,2069026,145,4552100,961.27
2007-09-07,3370,8158,2059223,154,4552100,960.71
2007-09-08,3295,8162,2049273,149,4552100,960.14
2007-09-09,3085,7739,2039850,97,4552100,959.60
2007-09-10,3273,7885,2030428,138,4552100,959.06
2007-09-11,3454,7656,2021750,173,4552100,958.56
2007-09-12,3127,7398,2013078,101,4552100,958.06
2007-09-13,3184,7616,2004106,91,4552100,957.54
2007-09-14,3101,6901,1996520,25,4552100,957.10
2007-09-15,3354,7055,1988969,106,4552100,956.66
2007-09-16,3019,6918,1981086,75,4552100,956.20
2007-09-17,3671,5506,1977148,150,4552100,955.97
2007-09-18,3337,6662,1970335,110,4552100,955.57
2007-09-19,2951,7276,1961479,140,4552100,955.05
2007-09-20,3783,7075,1954870,40,4552100,954.66
2007-09-21,3179,6996,1947082,109,4552100,954.20
2007-09-22,3244,6609,1940162,124,4552100,953.79
2007-09-23,3337,6811,1933262,5,4552100,953.38
2007-09-24,3337,6912,1917500,98,4552100,952.44
2007-09-25,2993,6545,1910308,74,4552100,952.01
2007-09-26,3696,6788,1903990,93,4552100,951.63
2007-09-27,3375,6483,1897506,161,4552100,951.24
2007-09-28,4280,6698,1892525,93,4552100,950.94
2007-09-29,3641,6753,1886247,53,4552100,950.56
2007-09-30,2998,6511,1879144,68,4552100,950.13
2007-10-01,4066,6591,1874040,48,4530800,949.82
2007-10-02,3381,6446,1867798,82,4509500,949.44
2007-10-03,2983,6424,1860735,120,4488200,949.01
2007-10-04,3220,5990,1855021,111,4466900,948.66
2007-10-05,3607,6169,1849797,72,4445500,948.34
2007-10-06,4784,6204,1846858,62,4424200,948.16
2007-10-07,4651,6459,1843111,81,4402900,947.93
2007-10-08,3741,6094,1838245,100,4381600,947.63
2007-10-09,2723,6081,1831433,76,4360300,947.21
2007-10-10,4634,3990,1832568,72,4339000,947.28
2007-10-11,4634,3990,1832200,0,4317700,947.28
2007-10-12,4752,4988,1831757,10,4296400,947.23
2007-10-13,3495,5490,1827705,48,4275100,946.98
2007-10-14,3122,5504,1822868,57,4253700,946.68
2007-10-15,4195,5630,1819966,28,4232400,946.50
2007-10-16,4258,5521,1817386,38,4211100,946.34
2007-10-17,4389,4518,1817064,33,4189800,946.32
2007-10-18,3919,4637,1815613,14,4168500,946.23
2007-10-19,7723,4840,1821256,38,4147200,946.58
2007-10-20,4497,4884,1820450,19,4125900,946.53
2007-10-21,4121,4489,1819644,38,4104600,946.48
2007-10-22,3387,4904,1816419,109,4083200,946.28
2007-10-23,3593,4478,1814485,90,4061900,946.16
2007-10-24,3219,4368,1812066,71,4040600,946.01
2007-10-25,2969,4296,1809341,47,4019300,945.84
2007-10-26,3109,5071,1805336,57,3998000,945.59
2007-10-27,3588,4615,1803093,104,3976700,945.45
2007-10-28,3950,4539,1801811,57,3955400,945.37
2007-10-29,5943,4946,1803734,28,3934100,945.49
2007-10-30,3489,4682,1801330,19,3912800,945.34
2007-10-31,4140,4444,1800690,19,3891400,945.30
2007-11-01,3160,4481,1797966,52,3870100,945.13
2007-11-02,3301,4686,1795087,66,3848800,944.95
2007-11-03,2834,4591,1791425,89,3827500,944.72
2007-11-04,2802,4635,1787603,94,3806200,944.48
2007-11-05,3409,4671,1784896,103,3784900,944.31
2007-11-06,3312,4724,1782030,33,3763600,944.13
2007-11-07,3543,4695,1779644,51,3742300,943.98
2007-11-08,4331,4500,1779169,70,3721000,943.95
2007-11-09,4323,4694,1778378,28,3699600,943.90
2007-11-10,4240,4625,1777587,14,3678300,943.85
2007-11-11,3099,4681,1774422,14,3657000,943.65
2007-11-12,3126,4844,1770941,37,3635700,943.43
2007-11-13,2708,4604,1767143,19,3614400,943.19
2007-11-14,2767,4716,1763193,42,3593100,942.94
2007-11-15,3085,4722,1759891,28,3571800,942.73
2007-11-16,3431,4685,1757375,14,3550500,942.57
2007-11-17,4194,4749,1756274,0,3529100,942.50
2007-11-18,3827,4849,1754230,9,3507800,942.37
2007-11-19,3769,4768,1752185,32,3486500,942.24
2007-11-20,4349,4918,1750927,65,3465200,942.16
2007-11-21,4105,5559,1747942,51,3443900,941.97
2007-11-22,4338,4514,1747317,139,3422600,941.93
2007-11-23,3385,4715,1744661,9,3401300,941.76
2007-11-24,3595,4745,1742317,32,3380000,941.61
2007-11-25,3370,4908,1739192,37,3358700,941.41
2007-11-26,3239,4662,1736223,74,3337300,941.22
2007-11-27,3827,4846,1734191,5,3316000,941.09
2007-11-28,3583,4375,1732474,74,3294700,940.98
2007-11-29,3675,4664,1730456,28,3273400,940.85
2007-11-30,4342,4702,1729679,32,3252100,940.80
2007-12-01,3627,5290,1726262,60,3252100,940.58
2007-12-02,4318,5252,1724399,5,3252100,940.46
2007-12-03,5246,5006,1724865,5,3252100,940.49
2007-12-04,4986,4881,1725020,27,3252100,940.50
2007-12-05,4953,4930,1725020,23,3252100,940.50
2007-12-06,5847,4898,1726884,9,3252100,940.62
2007-12-07,5199,5273,1726728,5,3252100,940.61
2007-12-08,4542,4666,1726418,32,3252100,940.59
2007-12-09,3097,4475,1723622,32,3252100,940.41
2007-12-10,4156,4819,1722225,41,3252100,940.32
2007-12-11,3908,4636,1720672,55,3252100,940.22
2007-12-12,3682,4355,1719274,32,3252100,940.13
2007-12-13,3846,4058,1718808,23,3252100,940.10
2007-12-14,3655,4244,1717566,37,3252100,940.02
2007-12-15,4814,4234,1718653,32,3252100,940.09
2007-12-16,4911,4502,1719429,18,3252100,940.14
2007-12-17,5652,4294,1722069,27,3252100,940.31
2007-12-18,12568,2740,1741536,14,3252100,941.56
2007-12-19,12086,3979,1757532,42,3252100,942.58
2007-12-20,11495,3834,1772523,103,3252100,943.53
2007-12-21,7115,4144,1778378,19,3252100,943.90
2007-12-22,4409,3578,1779960,33,3252100,944.00
2007-12-23,4615,4280,1780597,14,3252100,944.04
2007-12-24,4715,4309,1781393,5,3266900,944.09
2007-12-25,4607,4329,1781871,37,3281600,944.12
2007-12-26,4122,4089,1781871,33,3296400,944.12
2007-12-27,4298,4440,1781552,19,3311200,944.10
2007-12-28,4630,4148,1782508,0,3326000,944.16
2007-12-29,4782,4274,1783145,187,3340700,944.20
2007-12-30,4158,4230,1782985,9,3355500,944.19
2007-12-31,4755,4165,1784100,28,3370300,944.26
2008-01-01,4132,4264,1783782,28,3385100,944.24
2008-01-02,4998,3988,1785692,47,3399800,944.36
2008-01-03,9082,3274,1797165,24,3399800,945.08
2008-01-04,9082,3274,1854500,5,3424200,945.08
2008-01-05,19527,1616,1890047,5,3432500,950.79
2008-01-06,13380,2035,1912483,34,3443100,952.14
2008-01-07,11067,3412,1927540,64,3453400,953.04
2008-01-08,9959,3251,1940835,5,3464800,953.83
2008-01-09,8289,3859,1949622,0,3476700,954.35
2008-01-10,9715,3131,1962671,5,3488600,955.12
2008-01-11,9387,3543,1974253,5,3500500,955.80
